rank,palabra,frecuencia
14607,morita,28
14608,principado,28
14609,runge,28
14610,robado,28
14611,buffalo,28
14612,aura,28
14613,osmómetro,28
14614,regulatoria,28
14615,atlanta,28
14616,cooperativa,28
14617,darpa,28
14618,quake,28
14619,dominancia,28
14620,vagina,28
14621,zapata,28
14622,shading,28
14623,solids,28
14624,ecu,28
14625,amanda,28
14626,lattice,28
14627,socialism,28
14628,melde,28
14629,alison,28
14630,zachariasen,28
14631,wentzel,28
14632,rogue,28
14633,poderes,28
14634,licenciada,28
14635,descodificador,28
14636,geostrófico,28
14637,vle,28
14638,cinvestav,28
14639,lozano,28
14640,strong,28
14641,crucifixión,28
14642,vidal,28
14643,lactobacilo,28
14644,tispan,28
14645,agm,28
14646,abdullayev,28
14647,polhoda,28
14648,cuasicírculo,28
14649,atribuible,27
14650,inmobiliario,27
14651,adler,27
14652,abdominal,27
14653,delaware,27
14654,marian,27
14655,exagerado,27
14656,pais,27
14657,persia,27
14658,llull,27
14659,anciano,27
14660,anaximandro,27
14661,reconciliación,27
14662,englert,27
14663,acreditado,27
14664,resultant,27
14665,lederman,27
14666,baterías,27
14667,arcaico,27
14668,lipídico,27
14669,taxi,27
14670,catéter,27
14671,reconsiderar,27
14672,pseudo,27
14673,comuna,27
14674,catar,27
14675,rachel,27
14676,estratégica,27
14677,propaganda,27
14678,asesora,27
14679,mcdonald,27
14680,nyquist,27
14681,suprimido,27
14682,ordinal,27
14683,gal,27
14684,ortográfico,27
14685,cuadrant,27
14686,constants,27
14687,enmarcado,27
14688,novelista,27
14689,preparativo,27
14690,galindo,27
14691,enérgico,27
14692,ulterior,27
14693,dinamómetro,27
14694,fermiónica,27
14695,longitudes,27
14696,oceanía,27
14697,autosuficiente,27
14698,benoît,27
14699,unívoco,27
14700,reproducible,27
14701,menú,27
14702,infrasonido,27
14703,semivida,27
14704,rozar,27
14705,viscosímetro,27
14706,academias,27
14707,magna,27
14708,acentuado,27
14709,efusión,27
14710,aglomeración,27
14711,rotaxano,27
14712,resolution,27
14713,radionúclido,27
14714,parecierar,27
14715,tricromático,27
14716,áspero,27
14717,anilín,27
14718,inexactitud,27
14719,horace,27
14720,hilera,27
14721,requeririr,27
14722,criogénica,27
14723,superordenador,27
14724,tentativa,27
14725,toepler,27
14726,nitroso,27
14727,fata,27
14728,derritar,27
14729,observe,27
14730,percusión,27
14731,hacienda,27
14732,intuir,27
14733,primary,27
14734,florence,27
14735,hyde,27
14736,food,27
14737,schwartz,27
14738,cumu,27
14739,litosfera,27
14740,babilonio,27
14741,anemómetro,27
14742,around,27
14743,antelación,27
14744,perceptual,27
14745,croma,27
14746,puño,27
14747,supersimeter,27
14748,predominio,27
14749,cerevisiae,27
14750,íntegramente,27
14751,trascender,27
14752,difuminar,27
14753,burlar,27
14754,cañería,27
14755,sobrina,27
14756,eternamente,27
14757,orador,27
14758,invalidar,27
14759,demorar,27
14760,lovaina,27
14761,prematuramente,27
14762,prejuicio,27
14763,ludovico,27
14764,soto,27
14765,rotante,27
14766,referenciar,27
14767,object,27
14768,lamentar,27
14769,termostático,27
14770,philosophiae,27
14771,normativo,27
14772,lucien,27
14773,errático,27
14774,obesidad,27
14775,reales,27
14776,amistoso,27
14777,dúo,27
14778,cerramiento,27
14779,asedio,27
14780,sit,27
14781,circuital,27
14782,kilojulio,27
14783,neue,27
14784,sharp,27
14785,inagotable,27
14786,oliphant,27
14787,abaratar,27
14788,hutton,27
14789,becarios,27
14790,acogida,27
14791,numerable,27
14792,dimension,27
14793,perimetral,27
14794,alejamiento,27
14795,surrey,27
14796,writings,27
14797,arenisca,27
14798,arenoso,27
14799,legar,27
14800,vasari,27
14801,pincel,27
14802,marcas,27
14803,hammer,27
14804,reemitir,27
14805,aristarco,27
14806,coelestium,27
14807,concejal,27
14808,jerzy,27
14809,modernidad,27
14810,imposibilitar,27
14811,zoológico,27
14812,nasal,27
14813,bocina,27
14814,humana,27
14815,reposición,27
14816,macromoléculos,27
14817,carrete,27
14818,baeyer,27
14819,ning,27
14820,hazaña,27
14821,anomalías,27
14822,cuaternario,27
14823,particl,27
14824,holland,27
14825,print,27
14826,sustituyente,27
14827,biofísicos,27
14828,alpes,27
14829,velar,27
14830,extinto,27
14831,deuterón,27
14832,bodega,27
14833,cedido,27
14834,tormentas,27
14835,huelva,27
14836,equinoccial,27
14837,derretido,27
14838,vieweg,27
14839,néel,27
14840,némesis,27
14841,fanega,27
14842,sacro,27
14843,trófico,27
14844,agnes,27
14845,sachs,27
14846,microscopistas,27
14847,ganglionar,27
14848,sudamericano,27
14849,rotativa,27
14850,motora,27
14851,porro,27
14852,ont,27
14853,dewitt,27
14854,morton,27
14855,generalizaciones,27
14856,distinguida,27
14857,comisario,27
14858,stanislaw,27
14859,entropy,27
14860,termómetros,27
14861,examinador,27
14862,logia,27
14863,pupin,27
14864,reaction,27
14865,laurent,27
14866,inocente,27
14867,sorprendido,27
14868,kai,27
14869,pages,27
14870,angle,27
14871,emprendedor,27
14872,batchelor,27
14873,cloroformo,27
14874,hadron,27
14875,flamenco,27
14876,geo,27
14877,propicio,27
14878,hyperphysics,27
14879,descarbonización,27
14880,resoluble,27
14881,recaudación,27
14882,banks,27
14883,proton,27
14884,fosa,27
14885,teletransportar,27
14886,ayrton,27
14887,definiciones,27
14888,isa,27
14889,biliar,27
14890,dixon,27
14891,fosfuro,27
14892,heteroestructura,27
14893,milwaukee,27
14894,indigofera,27
14895,geological,27
14896,bricklin,27
14897,centena,27
14898,coronar,27
14899,huelga,27
14900,ahmed,27
14901,dómini,27
14902,euro,27
14903,embarcado,27
14904,increíblemente,27
14905,films,27
14906,present,27
14907,infinitesimalmente,27
14908,carrier,27
14909,receptivo,27
14910,nadar,27
14911,compacidad,27
14912,enlaz,27
14913,prolonguir,27
14914,vancouver,27
14915,adorno,27
14916,lore,27
14917,dem,27
14918,levantado,27
14919,torácico,27
14920,salival,27
14921,antiferromagnetismo,27
14922,merton,27
14923,fall,27
14924,compatriota,27
14925,ventosa,27
14926,make,27
14927,greenfield,27
14928,subtipo,27
14929,bernal,27
14930,nobelio,27
14931,encyclopædia,27
14932,ametralladora,27
14933,bianchi,27
14934,chase,27
14935,holonomía,27
14936,subvariedad,27
14937,wimps,27
14938,codificada,27
14939,ayanz,27
14940,fotófono,27
14941,fotolitografía,27
14942,cosmological,27
14943,copyright,27
14944,multicapo,27
14945,pulse,27
14946,calamar,27
14947,antioxidant,27
14948,operation,27
14949,hipersensibilidad,27
14950,epitelio,27
14951,encaje,27
14952,vermont,27
14953,interstellar,27
14954,brush,27
14955,cir,27
14956,thorp,27
14957,sena,27
14958,inmovilizar,27
14959,ong,27
14960,hvdc,27
14961,krásnikov,27
14962,abbot,27
14963,cementita,27
14964,pilón,27
14965,encriptación,27
14966,hartley,27
14967,cowell,27
14968,arcimboldo,27
14969,spes,27
14970,fluorita,27
14971,barbacoa,27
14972,socialdemócrata,27
14973,desenrollar,27
14974,aimé,27
14975,eiscat,27
14976,fujita,27
14977,vitrificación,27
14978,mansión,27
14979,dominant,27
14980,ecology,27
14981,technion,27
14982,sectorial,27
14983,burmester,27
14984,meandro,27
14985,sniffer,27
14986,gaviola,27
14987,termopotencia,27
14988,silkwood,27
14989,novio,27
14990,böhme,27
14991,matroide,27
14992,hawc,27
14993,ashkin,27
14994,scopus,27
14995,microlent,27
14996,lanczos,27
14997,shechtman,27
14998,ferreira,27
14999,cronostasis,27
15000,vdpau,27
15001,horvath,27
15002,jsc,27
15003,wirsol,27
15004,superiónico,27
15005,bricard,27
15006,sacádico,27
15007,storybrooke,27
15008,truehd,27
15009,ehang,27
15010,devoción,26
15011,diamond,26
15012,minor,26
15013,expresivo,26
15014,prometheus,26
15015,equiparable,26
15016,cramer,26
15017,poids,26
15018,jerga,26
15019,psiquiatra,26
15020,major,26
15021,stephenson,26
15022,nath,26
15023,centroide,26
15024,gallego,26
15025,queso,26
15026,protista,26
15027,bacterias,26
15028,etílico,26
15029,negativas,26
15030,líbano,26
15031,alfabético,26
15032,códigos,26
15033,vannevar,26
15034,fundacional,26
15035,logros,26
15036,legítimo,26
15037,hartmann,26
15038,redefineír,26
15039,azteca,26
15040,formatos,26
15041,calendar,26
15042,biyección,26
15043,ampolla,26
15044,wire,26
15045,longevo,26
15046,militante,26
15047,escuelas,26
15048,amenazado,26
15049,remontir,26
15050,homero,26
15051,argumentación,26
15052,sutra,26
15053,mendeleev,26
15054,fermiones,26
15055,horst,26
15056,aniónico,26
15057,silva,26
15058,iterada,26
15059,gluónico,26
15060,definitorio,26
15061,lucrecio,26
15062,corresponsal,26
15063,atlético,26
15064,undécimo,26
15065,benedict,26
15066,orgullo,26
15067,diferido,26
15068,marqués,26
15069,escobilla,26
15070,equiparar,26
15071,measures,26
15072,micrón,26
15073,archer,26
15074,loránd,26
15075,alcalinotérreo,26
15076,confórmero,26
15077,extrínseca,26
15078,refugiar,26
15079,clock,26
15080,metabolito,26
15081,infierar,26
15082,lieb,26
15083,purpúreo,26
15084,chipre,26
15085,angosto,26
15086,clepsidra,26
15087,sólidos,26
15088,nbs,26
15089,sancionar,26
15090,euclidiana,26
15091,simplificada,26
15092,predecibl,26
15093,incompatibilidad,26
15094,curvada,26
15095,sustracción,26
15096,eutéctico,26
15097,ruska,26
15098,simpático,26
15099,svante,26
15100,cede,26
15101,diecinueve,26
15102,trigésimo,26
15103,ppt,26
15104,dián,26
15105,saussure,26
15106,they,26
15107,drón,26
15108,escorrentía,26
15109,ycbcr,26
15110,dionisio,26
15111,exacta,26
15112,indivisible,26
15113,patata,26
15114,obrar,26
15115,neurología,26
15116,jacobus,26
15117,consentimiento,26
15118,journey,26
15119,length,26
15120,privación,26
15121,equitativo,26
15122,pescador,26
15123,vigilia,26
15124,schelling,26
15125,stella,26
15126,siena,26
15127,aseveración,26
15128,mare,26
15129,yves,26
15130,víctimas,26
15131,basílica,26
15132,graficar,26
15133,principl,26
15134,tapado,26
15135,irritación,26
15136,transforma,26
15137,apantallado,26
15138,sonora,26
15139,cinematógrafo,26
15140,desprovisto,26
15141,posicional,26
15142,durch,26
15143,absorption,26
15144,eine,26
15145,urban,26
15146,mérite,26
15147,tbq,26
15148,osi,26
15149,lalande,26
15150,liviana,26
15151,follaje,26
15152,vejiga,26
15153,wimp,26
15154,alpher,26
15155,left,26
15156,granjero,26
15157,appleton,26
15158,amable,26
15159,apilada,26
15160,progresista,26
15161,rubens,26
15162,henrik,26
15163,tolerante,26
15164,congelamiento,26
15165,almería,26
15166,ton,26
15167,samos,26
15168,familiarizar,26
15169,celemín,26
15170,rivalidad,26
15171,natividad,26
15172,provecho,26
15173,impresa,26
15174,tangencialmente,26
15175,eli,26
15176,française,26
15177,líquir,26
15178,pedazos,26
15179,teodolito,26
15180,limitaciones,26
15181,intencional,26
15182,vandellós,26
15183,ascó,26
15184,cno,26
15185,euratom,26
15186,etilo,26
15187,domicilio,26
15188,alidado,26
15189,meridiana,26
15190,event,26
15191,nobles,26
15192,paralela,26
15193,kbps,26
15194,guipúzcoa,26
15195,besar,26
15196,stan,26
15197,ias,26
15198,oracle,26
15199,contable,26
15200,nítida,26
15201,emán,26
15202,catalítica,26
15203,lens,26
15204,redescubrir,26
15205,canalización,26
15206,realzar,26
15207,rob,26
15208,cibernético,26
15209,divorciar,26
15210,far,26
15211,pixar,26
15212,renderización,26
15213,simbiosis,26
15214,sinterización,26
15215,cnc,26
15216,glossary,26
15217,vómito,26
15218,hepatitis,26
15219,protestar,26
15220,legadir,26
15221,expirar,26
15222,recargabl,26
15223,cargas,26
15224,binary,26
15225,emmanuel,26
15226,gregg,26
15227,osmolaridad,26
15228,efluent,26
15229,nitrito,26
15230,detective,26
15231,contraejemplo,26
15232,reimpresión,26
15233,cigarrillo,26
15234,preso,26
15235,cegar,26
15236,eas,26
15237,danesa,26
15238,compendio,26
15239,reinhard,26
15240,antoni,26
15241,gunter,26
15242,heights,26
15243,anchurar,26
15244,milivatio,26
15245,acompañante,26
15246,anhídrido,26
15247,serial,26
15248,fallout,26
15249,hevesy,26
15250,kan,26
15251,seymour,26
15252,susana,26
15253,interference,26
15254,dryden,26
15255,command,26
15256,connection,26
15257,contributions,26
15258,thévenin,26
15259,past,26
15260,turok,26
15261,reserve,26
15262,tmp,26
15263,diversificar,26
15264,quarterly,26
15265,brothers,26
15266,baumé,26
15267,brix,26
15268,tijera,26
15269,potenciostato,26
15270,redisolución,26
15271,rutilo,26
15272,esp,26
15273,neuquén,26
15274,adiabáticamente,26
15275,uppsala,26
15276,teletipo,26
15277,atípico,26
15278,exitosa,26
15279,incubadora,26
15280,innsbruck,26
15281,ensuciamiento,26
15282,independent,26
15283,saul,26
15284,enamorado,26
15285,inactividad,26
15286,preprint,26
15287,zweig,26
15288,belgrado,26
15289,difeomorfismos,26
15290,explorado,26
15291,cooling,26
15292,magnetopausa,26
15293,interactions,26
15294,campeón,26
15295,halógena,26
15296,livingston,26
15297,oblicua,26
15298,interferómetros,26
15299,maximum,26
15300,ncs,26
15301,imposición,26
15302,dioses,26
15303,lubricado,26
15304,estriado,26
15305,tiritante,26
15306,involución,26
15307,mareo,26
15308,hibernación,26
15309,nemático,26
15310,grashof,26
15311,atleta,26
15312,intradós,26
15313,poiseuille,26
15314,response,26
15315,circadiano,26
15316,valenciano,26
15317,tenu,26
15318,pileta,26
15319,grandemente,26
15320,guardián,26
15321,trident,26
15322,istituto,26
15323,farola,26
15324,trampilla,26
15325,asesoría,26
15326,pitzer,26
15327,locomotive,26
15328,esferoidal,26
15329,parallel,26
15330,microcanal,26
15331,caparazón,26
15332,sonic,26
15333,flops,26
15334,holding,26
15335,plasmas,26
15336,milankovitch,26
15337,carbonoso,26
15338,generator,26
15339,paramount,26
15340,cfe,26
15341,harriet,26
15342,montante,26
15343,camaleón,26
15344,viking,26
15345,pontevedra,26
15346,mallet,26
15347,nrx,26
15348,swarthmore,26
15349,tgr,26
15350,vergara,26
15351,isostática,26
15352,focus,26
15353,friso,26
15354,raskin,26
15355,swatch,26
15356,cromosómico,26
15357,mawr,26
15358,farvardín,26
15359,extratropical,26
15360,prosopagnosia,26
15361,hulk,26
15362,kastler,26
15363,tempest,26
15364,dharma,26
15365,spt,26
15366,pocillo,26
15367,billing,26
15368,jla,26
15369,antiportador,26
15370,weissenberg,26
15371,ldpc,26
15372,bernadette,26
15373,arborescencia,26
15374,intermareal,26
15375,tas,26
15376,mojabilidad,26
15377,microgrid,26
15378,lindzen,26
15379,socia,26
15380,repitesela,26
15381,txu,26
15382,hansteen,26
15383,lightray,26
15384,profundímetro,26
15385,subrahmanyan,25
15386,locución,25
15387,ergosfera,25
15388,logunov,25
15389,janus,25
15390,trauma,25
15391,abram,25
15392,oer,25
15393,eín,25
15394,omisión,25
15395,jesuitar,25
15396,asteroidir,25
15397,antineutrón,25
15398,chamberlain,25
15399,stueckelberg,25
15400,idus,25
15401,desfás,25
15402,mesures,25
15403,constantes,25
15404,alhazen,25
15405,avicena,25
15406,vitae,25
15407,tao,25
15408,mecena,25
15409,morada,25
15410,turba,25
15411,valentín,25
15412,sustancias,25
15413,netflix,25
15414,biopelícula,25
15415,organismos,25
15416,vesícula,25
15417,arseniato,25
15418,pesticida,25
15419,emiratos,25
15420,cia,25
15421,neolítico,25
15422,unilateral,25
15423,desvelar,25
15424,rareza,25
15425,dictaminar,25
15426,lobo,25
15427,neumonir,25
15428,spirit,25
15429,completitud,25
15430,strings,25
15431,kilby,25
15432,primordialmente,25
15433,fotocélula,25
15434,polímetro,25
15435,julián,25
15436,cristina,25
15437,jacobo,25
15438,mediático,25
15439,mercedes,25
15440,líquida,25
15441,dominique,25
15442,baptiste,25
15443,atraen,25
15444,vlsi,25
15445,subdisciplina,25
15446,industrialización,25
15447,links,25
15448,decay,25
15449,pka,25
15450,decantar,25
15451,sterling,25
15452,continuous,25
15453,anticuark,25
15454,incremental,25
15455,croydon,25
15456,ornamental,25
15457,grafía,25
15458,gpl,25
15459,multijugador,25
15460,dirigibl,25
15461,composition,25
15462,microfotografía,25
15463,escolástica,25
15464,yard,25
15465,fielmente,25
15466,repleto,25
15467,bagdad,25
15468,ignorado,25
15469,hofmann,25
15470,bodies,25
15471,cantidades,25
15472,psicrómetro,25
15473,pretensión,25
15474,rediseño,25
15475,profeta,25
15476,finitar,25
15477,superfluo,25
15478,sustantivo,25
15479,magdeburgo,25
15480,remediar,25
15481,asiria,25
15482,timeo,25
15483,parpadear,25
15484,pulsante,25
15485,protozoos,25
15486,dollond,25
15487,rompehielo,25
15488,dextrógirir,25
15489,llevados,25
15490,cecil,25
15491,comprimeir,25
15492,seña,25
15493,acad,25
15494,tritón,25
15495,reabastecimiento,25
15496,placar,25
